district;city;name;jan2021;feb2021;mar2021;apr2021;may2021;jun2021;jul2021;aug2021;sep2021;oct2021;nov2021;dec2021;jan2022;feb2022;mar2022;apr2022;may2022;jun2022;jul2022;aug2022;sep2022;oct2022;nov2022;dec2022;jan2023;feb2023;mar2023;apr2023;may2023;jun2023;jul2023;aug2023;sep2023;oct2023;nov2023;dec2023;jan2024;feb2024;mar2024;apr2024;may2024;jun2024;jul2024;aug2024;sep2024
Камчатский край;Петропавловск-Камчатский;Петропавловск-Камчатский;123.44;131.17;135.34;135.34;132.93;136.04;136.01;138.83;136.26;144.34;144.34;158.03;154.02;154.24;164.25;204.97;209.42;229.79;229.6;226.85;226.85;223.99;224.62;224.62;225.47;229.23;225.49;225.49;232.76;232.95;232.76;223.01;227.78;232.05;234.78;233.92;234.97;234.58;234.58;241.72;241.72;241.72;241.72;241,54;243,46
Камчатский край;Палана;Палана;140.28;140.28;140.28;140.28;140.28;138.17;138.17;138.17;139.44;141.86;141.86;141.86;141.86;143.16;145.65;196.8;215.96;208.09;208.09;222.2;222.2;222.2;225.46;225.46;225.46;225.46;229.67;251.09;251.09;251.09;247.46;247.46;247.46;247.46;247.46;247.46;247.46;254.86;254.86;254.86;250.94;250.94;250.94;250,94;250,94
Приморский край;Другое;Приморский край;115.4;117.48;116.81;119.76;115.21;119.76;119.65;120.51;122.1;125.25;124.73;126.66;122.88;124.45;162.09;179.94;184.14;197.04;200.28;201.29;196.64;196.25;202.52;200.2;200.97;200.08;200.92;203.71;203.66;202.32;201.46;199.53;197.63;201.44;205.94;214.34;169.14;169.2;170.5;173.33;170.27;172.69;172.66;173,33;170,58
Приморский край;Владивосток;Владивосток;114.94;120.27;115.57;119.27;110.79;119.72;122.41;124.99;123.32;129.13;129.13;129.13;120.71;124.42;160.82;171.11;176.09;201.75;203.92;209.8;203.56;194.95;202.93;198.05;199.6;196.11;198.4;206.53;210.12;209.79;205.26;198.48;200.53;200.32;200.31;214.22;171.41;171.67;171.39;174.87;168.87;172.52;170.0;170,67;166,11
Приморский край;Находка;Находка;119.9;118.21;129.21;128.43;125.48;128.43;127.29;123.34;128.89;130.89;130.69;130.43;130.43;131.26;170.32;190.5;198.55;205.22;199.34;199.34;195.69;199.49;208.07;210.95;210.95;210.95;216.86;216.86;202.65;191.84;195.7;196.46;196.46;213.65;225.33;226.43;178.55;179.11;176.55;181.83;179.7;179.89;180.3;180,73;181,13
Приморский край;Спасск-Дальний;Спасск-Дальний;98.97;97.38;98.71;100.49;101.16;98.72;98.72;100.34;98.15;98.75;94.58;99.31;99.73;100.96;122.51;156.57;154.75;151.86;158.33;156.47;161.41;179.77;176.9;176.9;176.9;176.9;170.77;169.11;173.59;187.48;187.48;188.97;182.02;195.36;200.53;204.04;161.69;161.69;162.56;162.56;162.56;164.61;162.62;165,2;165,2
Приморский край;Уссурийск;Уссурийск;127.2;128.78;122.66;129.3;128.28;129.83;123.33;124.69;133.95;133.84;135.1;142.17;142.15;139.22;194.27;213.79;217.02;218.58;232.8;224.69;213.71;211.96;219.75;215.66;212.67;217.06;213.22;208.8;213.56;208.65;210.97;215.87;204.9;193.57;200.39;207.57;159.63;158.75;168.14;169.0;170.37;172.1;179.46;178,99;175,8
Хабаровский край;Другое;Хабаровский край;118.19;118.19;117.88;117.88;118.78;119.78;118.85;120.27;120.27;123.69;125.92;130.05;127.87;128.12;160.11;172.49;173.49;200.82;200.82;202.32;202.32;203.04;203.04;188.93;188.93;186.69;187.47;188.96;188.96;188.96;188.96;193.85;192.75;193.31;195.69;197.07;198.61;198.57;199.96;204.27;204.27;203.45;201.71;201,71;202,8
Хабаровский край;Хабаровск;Хабаровск;129.24;129.24;128.93;128.93;130.31;131.82;131.82;131.82;131.82;133.96;136.04;142.24;138.93;138.93;156.56;176.26;176.26;217.85;217.85;213.76;213.76;213.76;213.76;192.33;192.33;192.33;192.33;192.74;192.74;192.74;192.74;199.04;199.04;199.04;202.66;204.75;198.42;198.42;200.53;207.09;207.09;207.09;208.27;208,27;208,27
Хабаровский край;Комсомольск-на-Амуре;Комсомольск-на-Амуре;97.01;97.01;96.68;96.68;96.68;96.68;93.98;98.13;98.13;103.98;106.52;106.67;106.67;107.4;166.93;165.25;168.17;168.17;168.17;180.39;180.39;182.47;182.47;182.4;182.4;175.87;178.15;181.7;181.7;181.7;181.7;183.91;180.7;182.33;182.33;182.33;198.98;198.86;198.86;198.86;198.86;196.46;189.14;189,14;192,31
Амурская область;Другое;Амурская область;91.02;91.54;92.51;93.1;93.1;94.19;95.02;95.08;97.61;102.86;104.25;104.75;105.29;105.55;129.8;138.54;139.59;140.24;150.74;160.34;164.02;163.89;163.89;166.48;164.45;161.56;161.56;161.56;162.56;165.11;165.11;165.11;165.11;166.49;166.67;166.67;168.49;168.74;169.32;167.39;170.56;170.27;171.73;176,13;175,86
Амурская область;Благовещенск;Благовещенск;87.06;87.06;88.01;88.01;88.01;89.4;89.4;89.4;92.75;94.61;96.19;96.19;96.19;96.19;119.49;121.31;121.31;118.74;133.8;140.39;146.07;146.07;146.07;150.08;150.08;150.08;150.08;150.08;151.37;155.14;155.14;155.14;155.14;156.44;156.44;156.44;156.44;156.44;156.44;156.44;156.44;156.44;158.61;158,61;158,61
Амурская область;Зея;Зея;96.67;96.67;101.74;103.92;103.92;103.92;103.92;104.82;105.68;110.54;115.79;122.85;130.4;134.01;156.3;157.67;172.39;183.1;194.34;194.34;194.58;192.84;192.84;192.84;217.57;217.57;217.57;217.57;217.57;217.57;217.57;217.57;217.57;222.3;225.11;225.11;189.32;189.32;189.32;159.12;193.9;189.32;189.32;189,32;185,1
Амурская область;Свободный;Свободный;92.96;95.65;95.65;97.92;97.92;97.92;102.2;102.2;102.2;121.39;121.39;121.39;121.39;121.39;121.39;160.08;160.08;168.06;168.06;192.33;192.33;192.33;192.33;192.33;173.83;157.51;157.51;157.51;158.24;158.24;158.24;158.24;158.24;158.24;158.24;158.24;179.73;179.73;179.73;179.73;185.05;185.05;185.05;211,35;211,35
Амурская область;Тында;Тында;110.35;110.35;110.35;110.35;110.35;112.47;112.47;112.47;115.83;115.83;115.83;115.83;115.83;115.83;199.44;199.44;199.44;199.44;199.44;206.79;206.79;206.79;206.79;206.79;220.29;220.29;220.29;220.29;220.29;220.29;220.29;220.29;220.29;222.72;222.72;222.72;226.28;229.35;236.32;236.32;236.32;236.32;236.32;233,13;233,13
Магаданская область;Другое;Магаданская область;157.86;162.99;165.65;164.92;164.92;167.82;171.11;166.88;170.85;163.76;166.22;166.22;166.22;172.92;196.11;214.69;222.11;222.11;224.07;221.65;232.36;240.09;253.3;254.12;239.65;250.1;252.43;236.51;272.08;272.08;271.45;269.04;269.04;269.99;273.61;273.61;273.61;262.32;262.32;267.75;279.39;279.39;279.39;279,39;271,36
Магаданская область;Магадан;Магадан;158.58;165.84;162.81;161.77;161.77;165.88;165.88;159.88;165.51;155.47;158.95;158.95;158.95;174.03;206.9;233.23;243.74;243.74;246.51;238.62;253.79;253.79;272.51;272.51;242.42;257.23;260.53;237.97;288.37;288.37;288.37;287.02;287.02;288.37;293.5;293.5;293.5;277.5;277.5;281.57;298.06;298.06;298.06;298,06;286,68
Магаданская область;Сусуман;Сусуман;175;175;175;175;175;175;175;175;175;175;175;175;175.0;150.0;150.0;150.0;150.0;150.0;150.0;170.0;170.0;219.0;219.0;219.0;264.73;264.73;264.73;264.73;264.73;264.73;264.73;255.46;255.46;255.46;255.46;255.46;255.46;255.46;255.46;262.08;262.08;262.08;262.08;262,08;262,08
Магаданская область;Усть-Омчуг;Усть-Омчуг;134.34;134.34;169.56;169.56;169.56;169.56;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;193.65;199.61;196.35;196.35;196.35;196.35;196.35;196.35;191.77;191.77;191.77;191.77;191.77;191.77;191.77;191.77;191.77;202.89;202.89;202.89;202.89;202,89;202,89
Сахалинская область;Другое;Сахалинская область;115.01;115.87;114.91;113.63;117.04;117.35;114.32;115.47;119.96;120.77;119.62;120.15;115.55;117.9;164.85;171.55;168.78;172.48;172.97;174.89;176.56;189.11;193.64;192.02;212.08;212.44;212.21;209.38;211.98;214.88;212.02;211.58;213.89;213.15;210.36;209.68;162.78;164.94;164.24;162.93;161.91;163.91;162.08;157,7;157,18
Сахалинская область;Южно-Сахалинск;Южно-Сахалинск;111.56;115.24;111.78;109.48;113.29;113.29;111.12;110.46;116.19;116.19;114.69;115.93;108.87;109.6;165.0;167.04;158.18;163.99;164.78;164.78;165.4;186.12;193.78;193.78;221.3;221.37;221.69;217.14;224.53;229.2;224.59;223.88;227.61;225.78;223.75;221.7;161.45;161.97;162.34;161.17;160.17;162.63;158.33;152,02;150,35
Сахалинская область;Корсаков;Корсаков;124.83;115.15;126.47;115.25;119.35;130.98;112.56;123.76;135.17;134.14;129.51;138.13;130.46;144.21;205.88;179.65;192.35;192.35;192.35;195.72;195.72;193.04;191.07;191.07;191.07;191.07;186.87;186.87;183.16;183.16;183.16;183.16;183.16;186.96;180.98;180.98;179.22;192.75;187.29;183.36;183.36;187.29;187.29;177,33;181,13
Сахалинская область;Оха;Оха;145.25;145.25;145.25;145.25;142.49;142.49;142.84;143.42;143.08;143.08;143.08;143.08;143.08;146.59;171.94;226.38;226.38;226.38;226.38;238.06;238.06;238.14;238.14;226.02;234.89;237.31;237.31;237.31;237.31;237.31;237.31;237.31;237.31;237.31;237.31;237.31;166.05;166.05;167.66;167.66;164.17;167.66;168.94;170,47;169,78
Сахалинская область;Поронайск;Поронайск;94.55;91.72;91.72;100.82;107.77;101.51;102.79;104.98;103.63;110.02;111.78;103.95;107.81;107.81;127.89;133.92;143.61;144.4;144.4;144.4;153.4;153.4;153.4;153.4;165.36;165.36;165.36;165.36;153.98;153.98;153.98;153.98;153.98;153.98;147.54;151.72;156.44;160.38;156.44;154.86;155.3;153.46;156.93;157,51;158,98
Еврейская автономная область;Другое;Еврейская автономная область;103.29;105.4;107.13;106.65;105.95;111.31;111.31;111.31;111.31;112.6;112.92;105.1;100.43;108.39;158.25;172.34;167.83;167.83;167.83;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;174.09;178.24;174.41;180.18;180.18;182.95;182.95;182.95;182.95;182.95;182.95;178,72;178,72
Еврейская автономная область;Биробиджан;Биробиджан;103.29;105.4;107.13;106.65;105.95;111.31;111.31;111.31;111.31;112.6;112.92;105.1;100.43;108.39;158.25;172.34;167.83;167.83;167.83;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;173.38;174.09;178.24;174.41;180.18;180.18;182.95;182.95;182.95;182.95;182.95;182.95;178,72;178,72
Чукотский автономный округ;Другое;Чукотский автономный округ;147;147;194.28;194.28;194.28;194.28;194.28;194.28;194.28;194.28;194.28;194.28;187.58;187.58;187.58;187.58;187.58;187.58;187.58;211.26;211.26;269.82;269.82;269.82;286.72;286.72;286.72;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;313.46;313.46;313.46;313.46;313.46;313,46;313,46
Чукотский автономный округ;Анадырь;Анадырь;147;147;194.28;194.28;194.28;194.28;194.28;194.28;194.28;194.28;194.28;194.28;187.58;187.58;187.58;187.58;187.58;187.58;187.58;211.26;211.26;269.82;269.82;269.82;286.72;286.72;286.72;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;303.66;313.46;313.46;313.46;313.46;313.46;313,46;313,46
