district;city;name;jan2021;feb2021;mar2021;apr2021;may2021;jun2021;jul2021;aug2021;sep2021;oct2021;nov2021;dec2021;jan2022;feb2022;mar2022;apr2022;may2022;jun2022;jul2022;aug2022;sep2022;oct2022;nov2022;dec2022;jan2023;feb2023;mar2023;apr2023;may2023;jun2023;jul2023;aug2023;sep2023;oct2023;nov2023;dec2023;jan2024;feb2024;mar2024;apr2024;may2024;jun2024;jul2024;aug2024;sep2024
;Керчь;Керчь;97.38;97.63;97.63;97.34;103.31;103.13;105.19;107.33;107.57;107.57;107.57;107.57;109.32;108.75;177.64;187.44;192.06;191.14;189.62;189.62;189.62;189.62;189.62;189.62;189.62;189.62;189.62;186.18;194.38;182.64;182.64;182.64;184.87;184.87;184.87;184.87;117.77;117.77;117.77;117.77;119.06;119.11;114.77;115,96;115,96
;Ялта;Ялта;122.92;127.73;128.44;127.74;128.97;127.09;127.93;125.54;126.03;120.85;118.51;114.9;119.28;119.28;174.8;199.25;205.32;210.67;203.09;204.94;204.94;197.4;193.14;190.26;190.26;187.51;187.51;185.98;186.39;186.39;203.97;203.97;203.97;198.9;201.34;201.34;201.34;201.34;160.66;157.62;157.62;156.37;156.37;156,37;124,92
Краснодарский Край;Другое;Краснодарский край;87.21;86.62;86.99;87.58;87.59;87.31;85.68;86.97;90.24;94;90.31;90.35;94.44;95.77;110.91;131.02;144.57;148.09;146.84;143.7;145.07;144.89;144.34;147.04;151.5;149.47;149.55;148.89;144.1;140.47;137.99;140.61;141.71;145.24;146.02;144.99;147.87;147.8;148.11;147.47;148.27;146.33;147.74;146,91;148,13
Краснодарский Край;Краснодар;Краснодар;77.8;75.23;74.29;74.08;77.34;77.38;69.95;71.11;78.32;85.05;75.18;73.73;76.24;78.89;88.27;109.83;114.83;122.02;117.02;110.99;115.2;112.42;113.52;116.73;127.05;126.05;125.28;126.34;133.55;125.47;121.05;125.25;131.23;126.51;132.08;126.86;133.35;131.25;134.62;127.41;131.0;126.84;126.03;128,19;134,44
Краснодарский Край;Армавир;Армавир;...;...;...;...;...;...;...;...;...;...;...;...;89.06;92.29;114.31;117.08;157.97;159.43;166.79;175.4;175.4;172.47;164.97;172.27;172.27;166.16;170.49;170.49;136.36;135.65;133.92;135.08;127.07;139.52;136.14;138.49;133.36;139.45;141.3;143.94;142.07;140.06;147.29;141,15;141,65
Краснодарский Край;Ейск;Ейск;91.19;91.69;93.42;92.97;83.84;80.19;87.52;98.78;101.45;102.39;102.39;102.39;103.53;103.57;130.66;156.48;160.03;153.58;147.9;145.43;149.27;151.91;155.74;155.74;157.28;157.28;157.28;152.59;154.1;152.59;149.27;157.28;158.74;157.58;150.92;156.34;163.85;162.46;160.38;159.06;150.96;151.21;155.33;152,14;152,39
Краснодарский Край;Новороссийск;Новороссийск;96.02;96.02;100.06;100.86;102.22;102.22;103.87;98.27;96.11;97.6;101.55;105.29;129.3;125.45;150.36;178.02;183.07;181.67;181.82;161.76;157.86;158.01;158.05;160.33;160.37;157.21;152.72;151.22;149.82;149.82;148.89;148.89;150.8;157.48;155.98;155.98;155.46;155.97;150.09;151.93;153.64;152.87;158.14;156,29;162,51
Краснодарский Край;Сочи;Сочи;98.95;100.52;98.87;100.52;97.61;97.66;97.53;98.46;99.56;102.17;100.96;100.96;101.3;102.32;103.63;141.2;157.21;173.04;173.74;176.58;176.58;180.64;182.03;180.46;184.98;184.54;188.0;184.91;188.0;187.34;185.81;186.62;174.41;179.54;183.8;190.36;195.89;195.85;196.55;196.55;204.35;204.35;205.02;196,29;192,86
Краснодарский Край;Туапсе;Туапсе;90.82;92.44;92.56;95.36;95.36;96.76;98.31;98.95;99.58;101.05;100.69;100.69;100.69;102.58;110.88;127.88;137.61;139.51;135.63;135.63;136.05;141.53;141.53;141.53;144.52;144.52;142.74;142.74;136.53;132.18;132.18;132.18;143.71;155.42;156.37;148.39;151.94;147.9;146.07;155.92;155.03;154.59;146.19;155,29;142
Астраханская область;Другое;Астраханская область;64.31;64.59;64.99;60.25;63.43;63.16;64.29;68.22;68.14;69.08;66.06;67.87;68.93;69.28;84.03;97.07;108.06;107.86;106.94;104.44;103.3;104.03;105.25;106.14;106.2;106.25;106.57;104.56;105.26;106.15;106.5;108.22;108.96;106.31;104.13;105.25;105.52;105.26;105.23;103.23;103.69;103.48;100.48;99,18;99,69
Астраханская область;Астрахань;Астрахань;63.63;64.11;64.64;59.61;63.05;62.64;63.76;67.81;67.44;69.11;65.73;67.48;68.27;68.55;82.48;96.07;107.78;107.26;106.13;103.4;102.34;102.88;104.0;104.94;104.92;105.03;105.39;103.49;104.26;104.8;105.02;106.85;107.34;104.72;102.48;103.47;103.85;103.65;103.9;101.65;101.81;101.96;98.83;98,25;98,59
Астраханская область;Ахтубинск;Ахтубинск;74.7;71.87;70.29;70.05;69.22;71.08;72.47;74.56;78.82;68.63;71.13;73.77;79.02;80.5;107.76;112.4;112.4;117.02;119.29;120.34;117.92;121.66;124.44;124.44;125.81;124.99;124.71;120.9;120.6;126.88;129.16;129.16;133.78;130.71;129.38;132.53;127.71;126.69;123.01;124.22;128.7;123.77;122.52;111,63;114,29
Астраханская область;Волгоградская область;Волгоградская область;74.29;72.47;72.93;72.21;71.86;74.07;75.11;74.53;75.34;76.67;77.11;77.69;79.1;80.83;95.04;104.93;106.25;109.05;113.58;114.28;111.13;113.71;113.99;115.41;118.87;119.84;116.74;116.66;115.87;116.56;118.27;118.14;117.52;119.34;118.62;118.47;112.29;111.61;110.99;109.2;108.04;109.45;109.05;109,92;107,58
Астраханская область;Волгоград;Волгоград;74.88;72.68;73.16;71.73;71.37;73.47;74.25;73.36;74.78;75.83;76.86;77.47;79.28;81.45;94.77;105.53;106.28;108.92;113.11;113.97;109.35;111.06;110.94;112.23;117.31;119.13;115.54;115.4;115.48;116.59;118.55;117.64;117.01;119.15;117.61;117.75;109.71;108.79;108.73;106.21;105.29;106.55;105.61;107,19;103,67
Астраханская область;Камышин;Камышин;77.96;76.08;76.36;78.18;78.11;81.19;83.54;83.95;82.75;85.93;84.37;85.15;85.83;86.39;101.56;111.98;114.59;116.58;123.49;124.57;125.22;132.96;133.63;136.83;135.56;132.98;129.99;129.99;124.99;123.5;125.18;126.99;126.95;128.0;128.8;128.98;134.04;133.39;129.1;128.54;126.35;127.78;130.22;128,81;130,82
Астраханская область;Михайловка;Михайловка;64.25;65.14;65.79;65.97;65.21;66.73;67.53;67.53;67.26;67.63;67.17;67.17;66.92;67.46;86.41;89.35;92.55;97.84;100.84;99.83;100.89;101.25;103.64;103.09;102.85;103.64;103.77;104.0;103.89;105.12;105.12;107.39;105.87;106.66;109.22;106.5;98.01;98.96;99.9;101.28;100.02;102.42;101.51;100,87;100,22
Астраханская область;Ростовская область;Ростовская область;78.82;78.33;78.42;79.02;79.61;80.42;81.57;81.67;81.7;82.19;82.49;82.81;85.59;86.22;103.83;119.28;128.49;130.04;123.61;124.05;125.64;129.52;130.45;130.7;134.69;132.77;133.21;129.37;131.84;128.82;131.01;134.66;130.76;135.9;136.18;136.11;119.3;118.17;117.39;118.49;115.75;115.57;115.9;116,24;114,32
Астраханская область;Ростов-на-Дону;Ростов-на-Дону;81.79;80.07;80.31;80.62;81.4;81.5;83.21;82.93;83.04;82.26;82.3;82.18;88.01;88.31;113.67;135.58;140.17;139.62;124.37;124.64;126.76;134.11;136.91;138.0;138.0;131.48;132.7;125.15;130.82;125.91;131.78;139.52;127.76;137.16;138.21;138.21;102.54;101.25;100.26;101.0;99.04;99.56;99.72;98,5;97,94
Астраханская область;Миллерово;Миллерово;75.96;75.53;75.34;74.97;74.74;74.37;74;73.68;74;74.33;74.7;75.03;75.37;75.51;83.37;91.96;95.19;96.75;97.37;97.99;98.58;99.39;100.47;101.22;144.9;146.65;147.28;148.41;149.5;150.59;151.55;152.83;153.61;154.06;155.0;154.7;151.07;150.08;149.2;148.56;147.15;145.76;143.81;143,67;143,67
Астраханская область;Волгодонск;Волгодонск;75.37;77.22;77.06;81.25;82.26;82.78;86.55;89.42;88.78;89.06;88.51;88.25;88.32;87.44;100.92;110.7;119.38;121.6;124.23;122.21;124.06;128.77;128.68;124.58;125.77;124.34;124.85;121.22;122.38;120.0;118.71;120.0;121.92;123.33;122.55;125.41;121.2;123.74;120.64;121.69;117.86;119.44;118.32;121,94;116,9
Астраханская область;Сальск;Сальск;71.98;73.65;74.09;75.81;77.42;78.85;77.36;78.35;77.96;79.42;79.91;81.52;81.52;82.85;96.95;102.91;109.16;115.26;119.13;117.49;120.0;120.0;122.4;124.2;123.07;123.33;123.2;121.88;120.38;118.14;119.97;119.49;122.48;125.31;125.68;121.0;138.27;135.37;136.51;139.33;133.17;133.85;134.3;120,98;120,57
Астраханская область;Таганрог;Таганрог;78.51;78.39;78.39;78.39;78.07;79.9;80.71;80.39;79.99;81.71;82.71;83.28;83.79;85.4;101.16;116.02;134.63;133.82;132.63;136.22;136.22;135.88;135.75;136.05;141.89;144.88;144.88;144.88;144.16;140.97;139.14;140.03;142.64;142.71;141.08;140.61;126.66;126.46;125.51;125.72;124.96;121.36;124.05;135,74;129,94
Астраханская область;Шахты;Шахты;77.23;77.38;77.12;77.12;78.11;80.07;80.61;80.57;81.79;84.26;84.67;85.59;86.47;87.25;89.52;96.21;111.01;121.26;120.52;118.79;121.04;123.7;119.03;117.6;117.71;120.02;118.58;116.91;117.94;119.22;118.41;117.76;119.64;125.1;126.5;128.39;121.93;121.29;119.18;120.21;119.62;117.43;118.23;124,32;124,69
;Город федерального значения Севастополь;Город федерального значения Севастополь;112.23;112.23;114.39;115.88;114.37;112.21;109.74;109.74;102.91;102.91;103.32;107.15;110.38;110.38;155.9;170.58;186.02;192.53;192.53;192.53;182.43;182.43;189.06;189.06;185.16;182.55;182.28;182.28;182.28;173.61;160.44;158.08;160.44;153.43;157.09;157.09;149.19;150.99;158.2;161.14;158.77;159.44;159.44;159,91;159,49
;Северо-Кавказский федеральный округ;Северо-Кавказский федеральный округ;91.95;92.28;91.74;91.34;90.11;89.54;89.73;88.5;92.09;92.27;93.35;92.98;95.77;96.43;115.15;132.45;132.41;137.98;141.17;144.06;146.74;146.78;148.12;149.82;154.72;156.68;161.23;162.98;164.02;157.76;155.39;158.2;156.08;150.87;148.69;145.09;137.26;138.05;139.36;138.34;140.81;140.79;141.12;142,13;141,09
Республика Дагестан;Другое;Республика Дагестан;80.96;80.07;79.45;80.28;80.45;80.09;79.67;80.07;80.82;79.95;82.24;82.94;88.43;85.81;108.84;126.7;122.73;127.47;133.39;136.61;139.23;138.3;137.5;133.18;134.63;138.26;137.5;137.29;136.89;137.91;139.96;138.63;141.75;140.69;142.06;141.86;105.87;107.08;107.81;108.47;108.64;107.89;108.9;107,43;106,43
Республика Дагестан;Махачкала;Махачкала;84.81;84.81;84.81;87.51;87.51;87.51;86.66;86.66;87.94;84.73;88.24;88.24;100.18;92.62;124.08;140.56;131.47;127.34;135.91;137.88;137.88;138.54;135.68;136.15;136.64;137.7;138.87;138.87;139.21;139.76;141.75;142.71;142.71;142.71;144.1;144.1;104.31;105.25;105.93;107.1;106.28;106.48;108.28;108,28;107,82
Республика Дагестан;Дербент;Дербент;64.87;63.92;63.53;63.53;64.81;65.33;65.91;65.91;66.25;68.06;67.16;67.7;67.38;67.37;84.31;118.98;120.0;117.93;114.91;116.93;116.93;114.72;114.91;113.9;111.93;114.3;115.92;120.33;120.08;123.16;123.16;123.16;125.78;130.0;130.0;130.0;130.0;130.0;130.0;130.59;130.59;130.59;132.73;132,73;132,73
Республика Дагестан;Кизляр;Кизляр;67.63;67.63;68.32;68.32;68.32;68.32;68.32;68.97;68.97;68.97;68.97;68.97;69.07;70.34;80.5;92.48;92.48;92.48;103.13;102.63;103.06;101.28;101.28;101.28;101.28;112.84;114.74;114.74;115.28;115.28;115.28;115.28;117.19;117.19;117.19;117.55;89.37;89.37;89.37;89.54;89.79;89.79;89.79;88,58;88,82
Республика Дагестан;Хасавюрт;Хасавюрт;96.79;93.8;91.11;89.63;89.08;86.97;86.13;87.58;88.11;88.54;92.91;95.45;97.3;99.5;119.21;125.59;124.28;155.28;162.82;171.57;182.99;180.75;182.48;163.42;170.92;176.71;168.46;163.05;160.59;160.93;166.26;158.53;168.72;159.7;163.14;162.09;93.79;97.26;99.15;99.15;101.26;97.69;96.69;90,98;87,4
Республика Ингушетия;Другое;Республика Ингушетия;95.97;95.79;96.15;96.41;95.56;95.36;95.32;95.56;95.43;95.04;95.4;95.27;95.8;95.35;98.56;106.27;107.48;111.14;112.74;115.09;117.04;120.66;126.58;129.44;133.29;133.81;134.44;135.13;136.78;136.5;139.26;139.83;141.5;143.45;145.24;148.14;152.52;155.85;157.09;159.75;162.46;163.69;164.27;165,03;166,49
Республика Ингушетия;Назрань;Назрань;96.34;96.34;96.34;95.98;94.81;94.63;94.63;94.63;94.25;94.07;94.07;94.07;94.07;94.29;98.97;105.03;105.38;107.29;107.29;107.29;107.73;110.27;117.55;120.27;124.1;124.72;125.67;125.87;128.0;128.0;131.52;131.96;133.51;135.63;137.23;139.41;141.41;145.35;145.35;147.88;150.22;151.51;151.51;152,45;154,08
Республика Ингушетия;Магас;Магас;96.07;96.07;96.07;96.49;96.29;95.89;95.89;94.71;89.28;85.92;85.04;84.59;84.59;84.59;84.59;117.6;116.41;118.44;117.01;117.08;116.77;118.87;136.58;152.33;159.32;162.28;161.22;159.06;157.77;154.32;149.84;147.41;147.4;147.08;145.62;147.24;147.61;147.61;150.13;156.55;159.68;154.19;154.97;154,97;156,51
Республика Ингушетия;Малгобек;Малгобек;95.01;94.36;95.69;97.49;97.36;97.15;96.98;97.98;99.08;98.47;99.9;99.45;101.39;99.19;99.05;108.13;111.8;120.01;125.99;134.5;140.48;146.98;148.19;150.0;153.57;153.57;153.57;155.79;156.56;155.94;157.57;158.79;160.94;162.74;165.35;170.2;181.0;183.19;187.39;189.97;193.57;195.38;197.39;197,79;198,8
Кабардино-Балкарская Республика;Другое;Кабардино-Балкарская Республика;97.35;98.8;99.69;99.13;99.9;100.74;96.1;95.69;102.31;93.98;105.77;101.18;108.39;104.59;124.26;147.46;162.88;164.5;165.13;164.01;163.14;164.43;167.5;161.45;165.65;163.98;162.97;161.26;158.75;157.6;156.3;162.03;161.9;165.88;157.18;154.05;141.09;145.49;143.77;145.99;140.22;142.5;144.58;150,12;144,47
Кабардино-Балкарская Республика;Нальчик;Нальчик;87.55;88.91;91.04;89.48;89.48;89.48;81.48;85.43;91.12;88.34;95.26;95.07;95.44;94.47;117.95;144.84;154.52;153.85;156.7;153.56;152.07;147.73;153.02;149.76;148.56;146.4;144.65;146.89;146.26;148.35;152.56;151.12;149.39;154.51;147.41;143.67;145.31;147.96;147.81;152.16;146.03;148.37;149.08;156,42;150,8
Кабардино-Балкарская Республика;Прохладный;Прохладный;110.91;112.47;111.65;112.47;114.31;116.32;116.32;109.89;117.78;101.79;120.31;109.62;126.31;118.58;132.98;151.09;174.45;179.24;176.78;178.46;178.46;187.54;187.54;177.61;189.29;188.3;188.3;181.13;176.02;170.39;161.48;177.13;179.2;181.61;170.69;168.41;121.88;134.25;125.36;117.91;113.78;115.79;124.1;121,44;115,63
Карачаево-Черкесская Республика;Другое;Карачаево-Черкесская Республика;105.3;105.65;111.63;110.9;108.16;107.94;109.48;105.57;114.99;112.12;115.81;112.18;113.97;114.22;134.21;184.3;174.15;173.58;172.02;170.68;173.53;175.04;176.01;181.77;183.49;183.08;179.31;176.75;180.71;182.75;173.66;180.73;174.15;168.59;170.88;168.06;150.68;149.87;152.39;155.86;155.24;150.37;153.0;148,53;148,53
Карачаево-Черкесская Республика;Черкесск;Черкесск;92.81;95.2;106.27;101.79;96.11;95.72;98.62;98.32;107.58;101.99;107.98;100.47;102.82;103.28;119.9;155.49;160.91;159.88;160.14;160.14;155.81;158.57;159.24;164.9;163.17;162.11;164.74;164.74;167.29;171.03;155.69;170.09;155.89;147.36;161.57;154.67;139.6;139.01;140.74;149.02;148.75;140.33;144.85;136,83;136,83
Карачаево-Черкесская Республика;Карачаевск;Карачаевск;120.56;118.42;118.17;122.04;122.88;122.88;122.75;114.42;124.04;124.51;125.37;126.5;127.59;127.59;151.71;219.52;190.33;190.33;186.53;183.57;195.18;195.18;196.51;202.39;208.32;208.72;197.12;191.42;197.12;197.08;195.63;193.74;196.47;194.54;182.26;184.42;164.22;163.15;166.62;164.22;163.18;162.64;162.96;162,82;162,82
Республика Северная Осетия-Алания;Другое;Республика Северная Осетия-Алания;94.53;94.53;93.9;93.9;94.16;92.44;96.23;87.28;96.05;96.05;94.13;99.07;105.05;105.05;136.92;147.29;151.96;180.93;180.71;180.71;170.74;175.06;175.06;173.96;167.93;169.4;162.89;168.26;164.49;165.28;164.85;165.65;164.67;169.46;167.8;166.33;169.44;165.55;165.55;170.76;169.26;168.36;158.28;164,31;160,96
Республика Северная Осетия-Алания;Владикавказ;Владикавказ;94.53;94.53;93.9;93.9;94.16;92.44;96.23;87.28;96.05;96.05;94.13;99.07;105.05;105.05;136.92;147.29;151.96;180.93;180.71;180.71;170.74;175.06;175.06;173.96;167.93;169.4;162.89;168.26;164.49;165.28;164.85;165.65;164.67;169.46;167.8;166.33;169.44;165.55;165.55;170.76;169.26;168.36;158.28;164,31;160,96
Чеченская республика;Другое;Чеченская Республика;94.48;103.77;112.05;107.95;102.68;111.86;112.35;113.99;117.6;117.73;116.65;115.28;114.35;116.61;142.07;159.56;156.16;160.3;160.3;171.57;169.26;167.15;167.84;180.4;170.51;170.04;175.17;179.98;183.81;185.16;191.74;191.61;200.86;203.05;196.72;196.82;191.81;208.47;204.49;204.84;211.05;210.4;206.44;202,6;201,43
Чеченская республика;Грозный;Грозный;110.04;117.04;125.47;118.98;110.64;122.75;123.53;126.13;131.84;130.2;128.49;126.32;129.92;132.25;164.04;180.88;174.76;167.73;167.73;184.93;182.64;176.55;176.28;196.17;177.14;176.39;182.52;190.14;196.21;198.35;206.72;205.82;220.47;223.94;213.91;214.08;202.8;229.18;222.88;223.44;233.27;232.24;225.97;219,89;218,04
Чеченская республика;Гудермес;Гудермес;67.79;81.03;89.04;89.04;89.04;93.19;93.19;93.19;93.19;96.36;96.36;96.36;87.65;89.8;104.41;123.0;124.27;147.55;147.55;148.67;146.31;151.03;153.37;153.37;159.14;159.14;162.56;162.56;162.56;162.56;166.07;167.24;167.24;167.24;167.24;167.24;172.96;172.96;172.96;172.96;172.96;172.96;172.96;172,96;172,96
Ставропольский край;Другое;Ставропольский край;95.55;95.1;91.39;90.65;88.52;85.8;86.84;85.22;88.68;92.52;90.36;90.11;92.22;95.89;110.16;123.21;123.98;127.68;131.36;135.31;141.4;140.63;142.92;148.59;156.11;158.56;171.24;174.55;177.24;161.79;156.41;161.14;154.99;142.64;138.73;131.79;138.07;136.8;139.97;134.4;141.13;142.37;144.49;146,86;147,02
Ставропольский край;Ставрополь;Ставрополь;74.82;77.25;69.55;76.12;75.68;72.56;75.49;65.05;69.41;74.88;71.55;78.74;73.24;76.77;96.54;110.9;106.7;106.17;115.12;117.66;119.59;122.94;123.44;124.29;130.49;130.49;132.89;124.17;127.17;124.96;126.96;130.02;132.5;136.59;136.59;136.68;120.27;125.99;127.05;117.85;117.89;119.26;125.61;122,21;123,34
Ставропольский край;Буденновск;Буденновск;90;90;90;90;91.1;92.33;92.33;94.46;94.56;94.56;94.73;94.73;94.73;94.73;114.68;114.68;117.12;124.62;120.81;120.81;134.86;131.14;131.14;149.96;149.96;142.12;143.69;143.69;143.69;140.01;137.95;137.95;136.18;138.21;138.21;138.21;138.21;143.35;143.35;140.27;140.27;144.66;147.68;147,68;139,42
Ставропольский край;Невинномысск;Невинномысск;69.44;71.49;69.38;67.97;69.29;69.26;73;70.24;75.85;75.69;76.47;68.04;77.93;84.06;101.36;134.51;141.64;143.11;139.36;134.78;139.36;145.72;147.9;147.9;147.9;150.71;151.9;147.61;149.67;146.69;146.69;150.71;151.89;154.82;153.64;153.83;155.97;152.47;155.97;154.91;149.16;153.83;146.79;158,79;152,15
Ставропольский край;Пятигорск;Пятигорск;128.77;124.27;121.83;113.56;106.63;101.05;99.84;105.25;109.01;114.9;111.49;106.54;114.77;119.88;124.22;136.54;139.05;145.53;150.97;161.69;167.79;162.11;167.57;172.33;188.25;199.06;232.62;252.59;256.79;216.75;200.15;209.57;189.63;147.01;135.9;115.33;134.38;114.69;132.37;122.61;148.66;153.43;154.49;157,89;163,19
;Приволжский федеральный округ;Приволжский федеральный округ;72.8;72.88;73.38;74.02;75.06;76.13;76.64;77.62;77.72;78.49;78.82;81.12;82.75;83.03;100.83;114.4;119.45;119.44;119.43;119.66;120.74;122.21;121.61;122.04;121.58;120.69;120.18;121.4;121.72;120.67;121.18;122.75;124.48;124.05;123.52;123.67;111.87;111.69;110.52;110.56;110.12;110.37;111.22;110,73;110,9
Республика Башкоростан;Другое;Республика Башкортостан;67.48;66.65;64.7;66.74;69.29;68.85;69.16;70.93;72.24;71.65;70.92;72.97;74.89;74.99;93.5;104.42;111.95;108.63;108.29;104.32;106.86;108.41;107.66;108.32;105.95;103.87;102.54;104.44;104.33;102.54;102.32;103.09;105.86;103.96;102.52;100.29;93.33;92.54;92.23;91.22;92.04;93.09;95.36;95,41;94,71
Республика Башкоростан;Уфа;Уфа;62.39;60.32;57.6;60.94;63.81;63.74;63.03;65.32;65.66;65.54;63.92;67.05;71.2;69.11;87.43;98.45;103.85;99.16;101.7;96.24;100.44;103.31;102.05;102.7;108.98;106.2;105.47;106.93;108.33;105.12;104.44;105.13;108.53;107.02;103.38;99.12;95.75;94.04;93.79;92.87;94.07;95.86;97.69;97,58;95,74
Республика Башкоростан;Нефтекамск;Нефтекамск;72.45;68.11;70.53;68.76;69.97;62.46;67.75;67.61;68.15;69.11;67.85;74.58;77.04;77.43;103.56;108.58;115.69;115.69;104.43;109.18;108.31;104.68;104.31;104.31;95.18;94.32;87.48;92.71;89.82;90.1;90.34;91.37;91.93;92.6;92.6;94.21;86.55;84.4;84.03;88.53;88.07;85.75;88.67;92,9;91,16
Республика Башкоростан;Сибай;Сибай;79.09;85.55;81.56;78.81;81.94;76.95;81.1;85.53;92.86;86.1;93.84;88.05;90.83;85.03;111.79;117.68;124.66;119.22;111.2;108.06;108.06;112.01;109.67;111.44;108.86;104.04;104.19;107.45;101.86;104.19;102.66;105.87;109.52;107.95;110.87;113.11;92.06;90.51;90.51;88.94;87.26;87.72;89.82;86,63;89,64
Республика Башкоростан;Стерлитамак;Стерлитамак;75.97;77.41;76.73;78.22;80.18;82.98;82.98;82.98;85.19;84.92;83.88;83.88;78.88;87.31;100.48;115.18;129.15;129.28;127.58;124.29;124.29;123.13;124.29;124.85;100.32;100.76;99.28;100.69;99.28;99.28;100.69;100.69;102.19;98.04;100.82;101.32;89.41;92.08;91.47;88.35;89.47;89.88;93.22;93,31;94,95
Республика Марий Эл;Другое;Республика Марий Эл;77.92;80.2;81.33;80.26;80.93;85.4;85.4;81.78;76.86;75.69;77.98;76.76;74.43;80.15;102.03;109.24;115.48;120.56;114.49;110.54;109.1;113.44;112.7;115.38;112.57;111.11;110.53;110.53;111.79;110.36;111.06;111.96;117.11;114.06;112.0;111.89;112.85;112.77;114.27;114.17;112.74;113.92;112.55;110,59;108,66
Республика Марий Эл;Йошкар-Ола;Йошкар-Ола;74.77;77.78;78.5;76.9;76.9;82.62;82.62;77.89;70.54;66.43;69.85;68.03;71.77;79.73;107.62;113.64;119.42;120.78;118.49;116.26;113.55;116.19;116.19;119.77;122.9;120.34;119.42;119.42;121.39;119.25;120.17;121.27;126.01;121.51;121.1;123.11;122.47;121.2;120.89;120.22;119.01;120.73;117.86;117,61;115,3
Республика Марий Эл;Волжск;Волжск;84.32;85.1;87.08;87.08;89.1;91.04;91.04;89.69;89.69;94.49;94.49;94.49;79.84;81.0;90.69;100.31;107.47;120.12;106.37;98.92;100.08;107.86;105.62;106.48;91.61;92.36;92.47;92.47;92.3;92.3;92.56;93.06;99.05;98.92;93.52;89.11;92.76;95.18;100.45;101.55;99.65;99.69;101.47;95,93;94,8
Республика Мордовия;Другое;Республика Мордовия;74.37;75.14;76.25;76.72;78.1;78.23;80.75;80.85;80.82;83;81.98;81.49;84.66;85.0;107.83;124.75;132.8;135.89;134.57;135.37;135.37;135.28;135.41;135.41;133.77;133.86;131.76;133.5;136.45;131.2;134.69;137.41;139.74;140.35;138.89;142.54;117.65;115.06;116.43;115.72;115.99;113.08;113.58;112,65;113,76
Республика Мордовия;Саранск;Саранск;73.73;74.69;75.25;75.79;76.26;76.03;78.95;79.39;79.36;81.6;80.33;79.5;83.06;82.48;104.94;125.59;135.26;138.1;137.18;137.18;137.18;137.35;137.51;137.51;135.73;135.46;133.12;135.29;138.21;131.66;135.41;137.96;140.44;141.7;139.45;144.36;120.63;117.74;118.96;118.51;118.63;115.56;116.38;115,57;115,9
Республика Мордовия;Ковылкино;Ковылкино;76.96;76.96;80.29;80.49;85.52;87.08;88.02;86.72;86.72;88.65;88.65;89.51;91.11;95.15;119.48;121.36;122.89;126.97;124.07;128.1;128.1;126.96;126.96;126.96;125.87;127.43;126.27;126.27;129.37;129.37;131.81;135.2;136.94;134.92;136.63;135.19;105.67;104.27;106.26;104.49;105.37;103.07;102.31;100,9;105,15
Республика Татарстан;Другое;Республика Татарстан (Татарстан);66.28;66.03;66.34;66.25;68.27;69.09;69.64;69.12;69.47;70.53;70.4;71.62;72.78;74.26;85.73;97.39;108.6;110.27;109.27;108.83;112.23;112.65;112.65;113.01;113.0;111.99;112.37;113.61;113.11;112.96;112.55;116.16;116.4;113.79;114.61;114.8;112.37;112.58;111.45;110.72;110.31;110.9;112.13;111,04;109,84
Республика Татарстан;Казань;Казань;54.49;53.78;54.63;53.94;56.49;56.09;55.62;54;55.95;57.72;58.3;60.77;61.07;62.4;78.22;91.3;98.74;100.28;97.56;94.86;98.86;99.53;98.5;98.15;97.97;98.24;98.68;99.12;98.06;98.06;97.63;101.1;101.13;99.35;101.68;101.47;96.3;95.59;94.36;91.12;93.79;92.18;93.8;93,62;93,43
Республика Татарстан;Зеленодольск;Зеленодольск;78.97;77.83;76.96;76.9;78.83;83.14;86.33;86.74;87.28;87.28;87.28;87.28;88.81;90.71;96.6;114.36;133.64;135.49;133.11;135.63;137.25;137.25;137.62;140.04;138.53;138.53;143.01;148.4;148.4;145.74;142.76;146.07;148.61;149.55;149.55;147.86;149.55;151.62;150.98;150.98;150.2;147.02;147.48;147,48;142,18
Республика Татарстан;Набережные Челны;Набережные Челны;77.13;78.11;78.27;79.08;80.33;81;81.59;82.23;80;80.58;79.27;79.28;81.54;83.02;91.0;96.93;109.26;111.02;113.5;114.84;118.32;118.61;119.99;120.24;121.37;117.8;115.7;115.76;115.82;116.92;118.02;122.03;121.24;115.3;114.24;116.17;115.56;116.11;114.86;117.59;112.63;118.82;119.9;116,76;116,39
Удмуртская Республика;Другое;Удмуртская Республика;81.1;81.2;85.79;83.57;82.67;83.25;79.38;85.85;83.21;84.78;81.95;85.82;91.09;85.58;109.96;123.73;131.78;134.33;136.36;132.27;133.61;135.65;130.39;130.55;135.9;132.93;131.58;134.27;131.45;131.6;132.74;134.85;128.19;136.49;135.1;133.43;133.31;136.94;136.66;139.79;136.78;138.72;141.32;140,69;142,75
Удмуртская Республика;Ижевск;Ижевск;69.33;69.42;76.09;72.22;71.32;70.65;67.92;73.84;73.01;75.6;70.99;78.57;79.27;72.92;93.75;107.12;117.16;119.37;121.82;116.13;119.84;123.51;118.38;119.25;121.48;117.0;114.97;119.02;114.76;114.98;119.3;122.48;113.3;125.09;120.33;119.71;112.36;119.66;116.28;119.81;123.7;120.97;126.64;124,26;126,48
